,product_hash,sales_quantity,date_of_sale,requested_delivery_date,unit_price,unit_cost
155000,201c891dc157dadb40702bfaa20e446b,1.0,2018-03-07T00:00:00,2018-03-07,176.75,407.96
155625,201c891dc157dadb40702bfaa20e446b,1.0,2018-03-12T00:00:00,2018-03-12,176.76,399.28
169143,201c891dc157dadb40702bfaa20e446b,1.0,2018-03-20T00:00:00,2018-03-20,176.77,399.28
84111,201c891dc157dadb40702bfaa20e446b,1.0,2018-04-03T00:00:00,2018-04-03,176.58,434.0
84033,201c891dc157dadb40702bfaa20e446b,1.0,2018-04-03T00:00:00,2018-04-03,176.58,434.0
84479,201c891dc157dadb40702bfaa20e446b,2.0,2018-04-05T00:00:00,2018-04-06,176.58,399.28
84841,201c891dc157dadb40702bfaa20e446b,1.0,2018-04-10T00:00:00,2018-04-10,17.17,48.2
115144,201c891dc157dadb40702bfaa20e446b,1.0,2018-04-24T00:00:00,2018-04-24,179.21,407.96
129810,201c891dc157dadb40702bfaa20e446b,3.0,2018-04-30T00:00:00,2018-05-02,179.32,347.2
194343,201c891dc157dadb40702bfaa20e446b,2.0,2018-05-17T00:00:00,2018-05-17,190.5,427.8
194502,201c891dc157dadb40702bfaa20e446b,1.0,2018-05-18T00:00:00,2018-05-18,181.74,427.8
194553,201c891dc157dadb40702bfaa20e446b,1.0,2018-05-18T00:00:00,2018-05-21,181.97,372.0
194723,201c891dc157dadb40702bfaa20e446b,2.0,2018-05-21T00:00:00,2018-05-21,181.97,427.8
213450,201c891dc157dadb40702bfaa20e446b,2.0,2018-05-25T00:00:00,2018-05-25,182.81,465.0
214181,201c891dc157dadb40702bfaa20e446b,1.0,2018-06-04T00:00:00,2018-06-05,183.55,465.0
243290,201c891dc157dadb40702bfaa20e446b,1.0,2018-06-13T00:00:00,2018-06-13,184.0,395.25
243754,201c891dc157dadb40702bfaa20e446b,1.0,2018-06-19T00:00:00,2018-06-19,189.6,446.4
243822,201c891dc157dadb40702bfaa20e446b,1.0,2018-06-19T00:00:00,2018-06-19,189.6,427.8
244030,201c891dc157dadb40702bfaa20e446b,1.0,2018-06-21T00:00:00,2018-06-26,190.01,372.0
32033,201c891dc157dadb40702bfaa20e446b,1.0,2018-06-29T00:00:00,2018-06-29,190.24,372.0
32578,201c891dc157dadb40702bfaa20e446b,1.0,2018-07-09T00:00:00,2018-07-09,191.29,437.1
34886,201c891dc157dadb40702bfaa20e446b,1.0,2018-07-20T00:00:00,2018-07-20,191.75,446.4
35010,201c891dc157dadb40702bfaa20e446b,1.0,2018-07-23T00:00:00,2018-07-23,192.27,372.0
202033,201c891dc157dadb40702bfaa20e446b,1.0,2018-08-14T00:00:00,2018-08-14,192.86,465.0
202387,201c891dc157dadb40702bfaa20e446b,2.0,2018-08-17T00:00:00,2018-08-17,193.53,372.0
202396,201c891dc157dadb40702bfaa20e446b,3.0,2018-08-17T00:00:00,2018-08-17,193.53,372.0
202824,201c891dc157dadb40702bfaa20e446b,2.0,2018-08-22T00:00:00,2018-08-22,197.57,465.0
202697,201c891dc157dadb40702bfaa20e446b,1.0,2018-08-21T00:00:00,2018-08-30,197.57,232.5
256062,201c891dc157dadb40702bfaa20e446b,1.0,2018-08-30T00:00:00,2018-08-31,197.57,372.0
256896,201c891dc157dadb40702bfaa20e446b,1.0,2018-09-06T00:00:00,2018-09-06,193.56,437.1
21965,201c891dc157dadb40702bfaa20e446b,1.0,2018-09-13T00:00:00,2018-09-13,193.28,446.4
22468,201c891dc157dadb40702bfaa20e446b,1.0,2018-09-18T00:00:00,2018-09-18,188.15,427.8
222158,201c891dc157dadb40702bfaa20e446b,2.0,2018-10-04T00:00:00,2018-10-04,187.73,437.1
223399,201c891dc157dadb40702bfaa20e446b,2.0,2018-10-15T00:00:00,2018-10-15,186.74,437.1
223575,201c891dc157dadb40702bfaa20e446b,1.0,2018-10-15T00:00:00,2018-10-16,186.74,465.0
233627,201c891dc157dadb40702bfaa20e446b,1.0,2018-10-24T00:00:00,2018-10-24,185.89,427.8
139899,201c891dc157dadb40702bfaa20e446b,2.0,2018-10-26T00:00:00,2018-10-26,185.54,465.0
182877,201c891dc157dadb40702bfaa20e446b,2.0,2018-11-13T00:00:00,2018-11-13,184.67,372.0
182989,201c891dc157dadb40702bfaa20e446b,2.0,2018-11-14T00:00:00,2018-11-14,184.67,279.0
73388,201c891dc157dadb40702bfaa20e446b,1.0,2018-11-19T00:00:00,2018-11-19,182.21,465.0
124317,201c891dc157dadb40702bfaa20e446b,1.0,2018-11-23T00:00:00,2018-11-23,182.21,372.0
125235,201c891dc157dadb40702bfaa20e446b,1.0,2018-11-28T00:00:00,2018-11-29,182.21,465.0
125407,201c891dc157dadb40702bfaa20e446b,1.0,2018-11-29T00:00:00,2018-11-29,182.21,437.1
159420,201c891dc157dadb40702bfaa20e446b,1.0,2018-12-04T00:00:00,2018-12-04,179.88,427.8
160011,201c891dc157dadb40702bfaa20e446b,2.0,2018-12-10T00:00:00,2018-12-10,184.69,372.0
163625,201c891dc157dadb40702bfaa20e446b,1.0,2018-12-17T00:00:00,2018-12-17,185.08,427.8
71705,201c891dc157dadb40702bfaa20e446b,1.0,2019-01-02T00:00:00,2019-01-02,184.9,372.0
71802,201c891dc157dadb40702bfaa20e446b,1.0,2019-01-03T00:00:00,2019-01-03,185.07,465.0
72293,201c891dc157dadb40702bfaa20e446b,1.0,2019-01-09T00:00:00,2019-01-09,185.26,465.0
126201,201c891dc157dadb40702bfaa20e446b,1.0,2019-01-21T00:00:00,2019-01-21,185.22,427.8
126509,201c891dc157dadb40702bfaa20e446b,1.0,2019-01-23T00:00:00,2019-01-25,185.16,465.0
141955,201c891dc157dadb40702bfaa20e446b,1.0,2019-01-31T00:00:00,2019-01-31,17.8,48.2
180223,201c891dc157dadb40702bfaa20e446b,1.0,2019-02-07T00:00:00,2019-02-08,17.73,48.2
180409,201c891dc157dadb40702bfaa20e446b,3.0,2019-02-08T00:00:00,2019-02-11,184.82,465.0
180431,201c891dc157dadb40702bfaa20e446b,1.0,2019-02-11T00:00:00,2019-02-11,184.82,446.4
180477,201c891dc157dadb40702bfaa20e446b,2.0,2019-02-11T00:00:00,2019-02-11,17.61,43.38
180586,201c891dc157dadb40702bfaa20e446b,1.0,2019-02-11T00:00:00,2019-02-12,184.82,372.0
181181,201c891dc157dadb40702bfaa20e446b,1.0,2019-02-15T00:00:00,2019-02-18,183.92,465.0
223799,201c891dc157dadb40702bfaa20e446b,2.0,2019-02-20T00:00:00,2019-02-20,181.27,427.8
223965,201c891dc157dadb40702bfaa20e446b,1.0,2019-02-21T00:00:00,2019-02-21,180.74,279.0
224046,201c891dc157dadb40702bfaa20e446b,2.0,2019-02-21T00:00:00,2019-02-21,182.33,427.8
231368,201c891dc157dadb40702bfaa20e446b,1.0,2019-03-11T00:00:00,2019-03-12,185.58,427.8
231896,201c891dc157dadb40702bfaa20e446b,1.0,2019-03-15T00:00:00,2019-03-15,185.58,279.0
232015,201c891dc157dadb40702bfaa20e446b,1.0,2019-03-18T00:00:00,2019-03-18,185.57,437.1
48841,201c891dc157dadb40702bfaa20e446b,1.0,2019-04-02T00:00:00,2019-04-02,188.95,279.0
49264,201c891dc157dadb40702bfaa20e446b,1.0,2019-04-04T00:00:00,2019-04-04,188.95,437.1
49749,201c891dc157dadb40702bfaa20e446b,4.0,2019-04-09T00:00:00,2019-04-09,188.95,427.8
210951,201c891dc157dadb40702bfaa20e446b,1.0,2019-04-11T00:00:00,2019-04-11,188.61,279.0
246819,201c891dc157dadb40702bfaa20e446b,1.0,2019-05-05T00:00:00,2019-05-06,188.58,437.1
246767,201c891dc157dadb40702bfaa20e446b,1.0,2019-05-03T00:00:00,2019-05-06,188.58,279.0
5325,201c891dc157dadb40702bfaa20e446b,1.0,2019-05-10T00:00:00,2019-05-10,188.51,465.0
5700,201c891dc157dadb40702bfaa20e446b,1.0,2019-05-14T00:00:00,2019-05-14,188.47,465.0
5887,201c891dc157dadb40702bfaa20e446b,1.0,2019-05-16T00:00:00,2019-05-16,186.79,465.0
6093,201c891dc157dadb40702bfaa20e446b,2.0,2019-05-17T00:00:00,2019-05-20,186.71,465.0
62209,201c891dc157dadb40702bfaa20e446b,1.0,2019-05-29T00:00:00,2019-05-29,186.13,465.0
62503,201c891dc157dadb40702bfaa20e446b,1.0,2019-06-03T00:00:00,2019-06-03,186.01,279.0
206356,201c891dc157dadb40702bfaa20e446b,1.0,2019-06-05T00:00:00,2019-06-05,185.93,437.1
206280,201c891dc157dadb40702bfaa20e446b,1.0,2019-06-04T00:00:00,2019-06-05,185.93,465.0
206667,201c891dc157dadb40702bfaa20e446b,4.0,2019-06-10T00:00:00,2019-06-10,190.24,372.0
206887,201c891dc157dadb40702bfaa20e446b,3.0,2019-06-10T00:00:00,2019-06-11,190.47,446.4
207203,201c891dc157dadb40702bfaa20e446b,4.0,2019-06-12T00:00:00,2019-06-13,190.47,446.4
156352,201c891dc157dadb40702bfaa20e446b,4.0,2019-07-08T00:00:00,2019-07-08,184.74,427.8
156728,201c891dc157dadb40702bfaa20e446b,1.0,2019-07-12T00:00:00,2019-07-12,185.98,232.5
156802,201c891dc157dadb40702bfaa20e446b,1.0,2019-07-15T00:00:00,2019-07-15,185.81,437.1
166017,201c891dc157dadb40702bfaa20e446b,1.0,2019-07-30T00:00:00,2019-07-30,185.8,465.0
166378,201c891dc157dadb40702bfaa20e446b,1.0,2019-08-05T00:00:00,2019-08-05,185.69,372.0
166358,201c891dc157dadb40702bfaa20e446b,1.0,2019-08-05T00:00:00,2019-08-05,185.69,446.4
166284,201c891dc157dadb40702bfaa20e446b,1.0,2019-08-02T00:00:00,2019-08-05,185.69,465.0
166440,201c891dc157dadb40702bfaa20e446b,1.0,2019-08-06T00:00:00,2019-08-06,185.34,404.55
166681,201c891dc157dadb40702bfaa20e446b,1.0,2019-08-08T00:00:00,2019-08-08,185.22,418.5
90065,201c891dc157dadb40702bfaa20e446b,1.0,2019-08-12T00:00:00,2019-08-13,17.29,46.272
90454,201c891dc157dadb40702bfaa20e446b,2.0,2019-08-16T00:00:00,2019-08-16,185.26,427.8
90757,201c891dc157dadb40702bfaa20e446b,2.0,2019-08-20T00:00:00,2019-08-20,184.42,427.8
108128,201c891dc157dadb40702bfaa20e446b,1.0,2019-08-26T00:00:00,2019-08-26,185.31,279.0
134395,201c891dc157dadb40702bfaa20e446b,1.0,2019-09-09T00:00:00,2019-09-10,185.28,446.4
189249,201c891dc157dadb40702bfaa20e446b,1.0,2019-09-18T00:00:00,2019-09-19,185.31,372.0
189447,201c891dc157dadb40702bfaa20e446b,1.0,2019-09-20T00:00:00,2019-09-20,185.33,279.0
98625,201c891dc157dadb40702bfaa20e446b,4.0,2019-10-01T00:00:00,2019-10-01,185.36,446.4
98763,201c891dc157dadb40702bfaa20e446b,1.0,2019-10-02T00:00:00,2019-10-02,185.48,427.8
100162,201c891dc157dadb40702bfaa20e446b,1.0,2019-10-14T00:00:00,2019-10-14,185.52,279.0
100876,201c891dc157dadb40702bfaa20e446b,1.0,2019-10-18T00:00:00,2019-10-18,185.56,279.0
145818,201c891dc157dadb40702bfaa20e446b,1.0,2019-10-22T00:00:00,2019-10-22,185.6,465.0
146223,201c891dc157dadb40702bfaa20e446b,5.0,2019-10-24T00:00:00,2019-10-24,185.65,427.8
175800,201c891dc157dadb40702bfaa20e446b,1.0,2019-11-01T00:00:00,2019-11-01,189.43,465.0
15339,201c891dc157dadb40702bfaa20e446b,1.0,2019-11-25T00:00:00,2019-11-25,189.48,279.0
15897,201c891dc157dadb40702bfaa20e446b,1.0,2019-11-27T00:00:00,2019-12-02,189.53,472.82
52737,201c891dc157dadb40702bfaa20e446b,1.0,2019-12-04T00:00:00,2019-12-04,189.58,472.82
53338,201c891dc157dadb40702bfaa20e446b,2.0,2019-12-09T00:00:00,2019-12-09,189.63,472.82
53127,201c891dc157dadb40702bfaa20e446b,1.0,2019-12-09T00:00:00,2019-12-10,189.63,503.0
211961,201c891dc157dadb40702bfaa20e446b,1.0,2019-12-12T00:00:00,2019-12-12,189.8,462.76
212858,201c891dc157dadb40702bfaa20e446b,1.0,2019-12-18T00:00:00,2019-12-18,189.86,452.7
213011,201c891dc157dadb40702bfaa20e446b,1.0,2019-12-19T00:00:00,2019-12-20,189.92,503.0
244231,201c891dc157dadb40702bfaa20e446b,2.0,2019-12-30T00:00:00,2020-01-02,189.99,301.8
244800,201c891dc157dadb40702bfaa20e446b,1.0,2020-01-07T00:00:00,2020-01-07,190.12,472.82
244588,201c891dc157dadb40702bfaa20e446b,1.0,2020-01-06T00:00:00,2020-01-07,190.12,482.88
51517,201c891dc157dadb40702bfaa20e446b,4.0,2020-01-16T00:00:00,2020-01-17,190.26,462.76
52357,201c891dc157dadb40702bfaa20e446b,1.0,2020-01-24T00:00:00,2020-01-24,190.58,472.82
52500,201c891dc157dadb40702bfaa20e446b,1.0,2020-01-27T00:00:00,2020-01-27,190.67,462.76
16739,201c891dc157dadb40702bfaa20e446b,2.0,2020-01-28T00:00:00,2020-01-28,190.8,472.82
16972,201c891dc157dadb40702bfaa20e446b,1.0,2020-01-30T00:00:00,2020-01-30,190.92,503.0
17338,201c891dc157dadb40702bfaa20e446b,2.0,2020-02-03T00:00:00,2020-02-03,190.92,301.8
17033,201c891dc157dadb40702bfaa20e446b,4.0,2020-01-30T00:00:00,2020-02-04,190.92,503.0
228953,201c891dc157dadb40702bfaa20e446b,1.0,2020-02-17T00:00:00,2020-02-17,190.92,482.88
227038,201c891dc157dadb40702bfaa20e446b,1.0,2020-02-26T00:00:00,2020-02-26,190.92,503.0
227116,201c891dc157dadb40702bfaa20e446b,1.0,2020-02-26T00:00:00,2020-02-27,190.92,503.0
178034,201c891dc157dadb40702bfaa20e446b,1.0,2020-03-16T00:00:00,2020-03-16,190.92,462.76
177904,201c891dc157dadb40702bfaa20e446b,1.0,2020-03-13T00:00:00,2020-03-16,190.92,472.82
128315,201c891dc157dadb40702bfaa20e446b,1.0,2020-04-07T00:00:00,2020-04-07,190.92,432.58
128499,201c891dc157dadb40702bfaa20e446b,2.0,2020-04-14T00:00:00,2020-04-14,190.92,472.82
161399,201c891dc157dadb40702bfaa20e446b,1.0,2020-05-18T00:00:00,2020-05-18,190.92,503.0
161459,201c891dc157dadb40702bfaa20e446b,2.0,2020-05-18T00:00:00,2020-05-18,190.92,472.82
129111,201c891dc157dadb40702bfaa20e446b,1.0,2020-04-24T00:00:00,2020-05-29,190.92,462.76
161035,201c891dc157dadb40702bfaa20e446b,1.0,2020-06-04T00:00:00,2020-06-04,190.92,503.0
75966,201c891dc157dadb40702bfaa20e446b,1.0,2020-06-22T00:00:00,2020-06-22,190.92,482.88
76901,201c891dc157dadb40702bfaa20e446b,1.0,2020-07-06T00:00:00,2020-07-06,190.28,472.82
185040,201c891dc157dadb40702bfaa20e446b,1.0,2020-07-14T00:00:00,2020-07-15,190.26,462.76
185406,201c891dc157dadb40702bfaa20e446b,2.0,2020-07-20T00:00:00,2020-07-20,190.23,301.8
185336,201c891dc157dadb40702bfaa20e446b,1.0,2020-07-17T00:00:00,2020-07-20,190.23,503.0
137467,201c891dc157dadb40702bfaa20e446b,1.0,2020-07-31T00:00:00,2020-07-31,190.15,482.88
235853,201c891dc157dadb40702bfaa20e446b,4.0,2020-08-18T00:00:00,2020-08-18,190.12,472.82
219969,201c891dc157dadb40702bfaa20e446b,1.0,2020-09-03T00:00:00,2020-09-04,189.96,503.0
220423,201c891dc157dadb40702bfaa20e446b,1.0,2020-09-07T00:00:00,2020-09-08,189.91,503.0
43939,201c891dc157dadb40702bfaa20e446b,1.0,2020-09-09T00:00:00,2020-09-10,189.85,447.67
24779,201c891dc157dadb40702bfaa20e446b,1.0,2020-09-25T00:00:00,2020-09-28,189.79,503.0
24939,201c891dc157dadb40702bfaa20e446b,1.0,2020-09-28T00:00:00,2020-09-28,189.79,472.82
247453,201c891dc157dadb40702bfaa20e446b,1.0,2020-10-06T00:00:00,2020-10-06,189.64,503.0
248188,201c891dc157dadb40702bfaa20e446b,1.0,2020-10-09T00:00:00,2020-10-09,18.15,52.1
56529,201c891dc157dadb40702bfaa20e446b,1.0,2020-10-28T00:00:00,2020-10-28,189.44,472.82
56738,201c891dc157dadb40702bfaa20e446b,1.0,2020-10-30T00:00:00,2020-10-30,189.32,462.76
257418,201c891dc157dadb40702bfaa20e446b,2.0,2020-11-12T00:00:00,2020-11-12,189.17,472.82
198633,201c891dc157dadb40702bfaa20e446b,1.0,2020-11-18T00:00:00,2020-11-18,188.78,503.0
199796,201c891dc157dadb40702bfaa20e446b,1.0,2020-11-25T00:00:00,2020-11-25,188.51,462.76
148923,201c891dc157dadb40702bfaa20e446b,1.0,2020-12-08T00:00:00,2020-12-08,181.96,472.82
174801,e345fac6bc5c868f0222430c733fa26e,1.0,2016-01-04T00:00:00,2016-01-04,188.61,398.0
84966,e345fac6bc5c868f0222430c733fa26e,1.0,2016-01-12T00:00:00,2016-01-12,188.71,398.0
85223,e345fac6bc5c868f0222430c733fa26e,1.0,2016-01-14T00:00:00,2016-01-14,188.84,374.12
113180,e345fac6bc5c868f0222430c733fa26e,1.0,2016-02-02T00:00:00,2016-02-02,191.27,382.08
158429,e345fac6bc5c868f0222430c733fa26e,2.0,2016-02-16T00:00:00,2016-02-16,191.4,366.16
165533,e345fac6bc5c868f0222430c733fa26e,1.0,2016-03-02T00:00:00,2016-03-02,191.7,374.12
89727,e345fac6bc5c868f0222430c733fa26e,1.0,2016-03-14T00:00:00,2016-03-14,191.77,398.0
89777,e345fac6bc5c868f0222430c733fa26e,1.0,2016-03-14T00:00:00,2016-03-14,191.77,358.2
109561,e345fac6bc5c868f0222430c733fa26e,1.0,2016-03-16T00:00:00,2016-03-16,191.93,374.12
109952,e345fac6bc5c868f0222430c733fa26e,1.0,2016-03-18T00:00:00,2016-03-18,20.66,44.22
3415,e345fac6bc5c868f0222430c733fa26e,1.0,2016-03-30T00:00:00,2016-03-30,192.12,374.12
4050,e345fac6bc5c868f0222430c733fa26e,1.0,2016-04-05T00:00:00,2016-04-05,192.23,366.16
4216,e345fac6bc5c868f0222430c733fa26e,1.0,2016-04-06T00:00:00,2016-04-06,192.34,374.12
64571,e345fac6bc5c868f0222430c733fa26e,2.0,2016-04-18T00:00:00,2016-04-19,192.47,338.3
207513,e345fac6bc5c868f0222430c733fa26e,1.0,2016-04-28T00:00:00,2016-04-28,192.76,398.0
207693,e345fac6bc5c868f0222430c733fa26e,1.0,2016-05-02T00:00:00,2016-05-03,192.76,366.16
208577,e345fac6bc5c868f0222430c733fa26e,1.0,2016-05-10T00:00:00,2016-05-10,192.76,366.16
208785,e345fac6bc5c868f0222430c733fa26e,1.0,2016-05-11T00:00:00,2016-05-11,192.76,398.0
39878,e345fac6bc5c868f0222430c733fa26e,1.0,2016-06-15T00:00:00,2016-06-15,192.76,382.08
40370,e345fac6bc5c868f0222430c733fa26e,1.0,2016-06-20T00:00:00,2016-06-20,192.76,374.12
237356,e345fac6bc5c868f0222430c733fa26e,1.0,2016-06-28T00:00:00,2016-06-28,192.76,366.16
237602,e345fac6bc5c868f0222430c733fa26e,1.0,2016-06-30T00:00:00,2016-06-30,192.76,374.12
238124,e345fac6bc5c868f0222430c733fa26e,1.0,2016-07-06T00:00:00,2016-07-06,192.76,382.08
217623,e345fac6bc5c868f0222430c733fa26e,1.0,2016-07-08T00:00:00,2016-07-08,192.76,366.16
218066,e345fac6bc5c868f0222430c733fa26e,1.0,2016-07-13T00:00:00,2016-07-13,188.55,374.12
218300,e345fac6bc5c868f0222430c733fa26e,1.0,2016-07-18T00:00:00,2016-07-18,188.41,374.12
218852,e345fac6bc5c868f0222430c733fa26e,1.0,2016-07-26T00:00:00,2016-07-26,194.06,366.16
42867,e345fac6bc5c868f0222430c733fa26e,5.0,2016-08-04T00:00:00,2016-08-04,194.11,366.16
25633,e345fac6bc5c868f0222430c733fa26e,1.0,2016-08-15T00:00:00,2016-08-15,194.41,366.16
25781,e345fac6bc5c868f0222430c733fa26e,2.0,2016-08-16T00:00:00,2016-08-16,194.49,374.12
26063,e345fac6bc5c868f0222430c733fa26e,2.0,2016-08-17T00:00:00,2016-08-18,194.58,374.12
26073,e345fac6bc5c868f0222430c733fa26e,1.0,2016-08-18T00:00:00,2016-08-18,194.58,398.0
26889,e345fac6bc5c868f0222430c733fa26e,2.0,2016-08-24T00:00:00,2016-08-24,194.58,338.3
121035,e345fac6bc5c868f0222430c733fa26e,1.0,2016-09-05T00:00:00,2016-09-05,194.58,398.0
77637,e345fac6bc5c868f0222430c733fa26e,1.0,2016-09-12T00:00:00,2016-09-12,194.58,374.12
78574,e345fac6bc5c868f0222430c733fa26e,1.0,2016-09-19T00:00:00,2016-09-19,194.58,374.12
186032,e345fac6bc5c868f0222430c733fa26e,1.0,2016-09-21T00:00:00,2016-09-21,194.58,382.08
186528,e345fac6bc5c868f0222430c733fa26e,1.0,2016-09-27T00:00:00,2016-09-27,194.58,366.16
186605,e345fac6bc5c868f0222430c733fa26e,1.0,2016-09-27T00:00:00,2016-09-27,194.58,398.0
186926,e345fac6bc5c868f0222430c733fa26e,5.0,2016-09-29T00:00:00,2016-09-29,194.58,318.4
110690,e345fac6bc5c868f0222430c733fa26e,1.0,2016-10-17T00:00:00,2016-10-17,194.58,374.12
110721,e345fac6bc5c868f0222430c733fa26e,1.0,2016-10-17T00:00:00,2016-10-17,197.35,374.12
111279,e345fac6bc5c868f0222430c733fa26e,2.0,2016-10-20T00:00:00,2016-10-20,194.58,374.12
86686,e345fac6bc5c868f0222430c733fa26e,1.0,2016-10-27T00:00:00,2016-10-31,197.35,382.08
87808,e345fac6bc5c868f0222430c733fa26e,1.0,2016-11-04T00:00:00,2016-11-04,197.35,366.16
142866,e345fac6bc5c868f0222430c733fa26e,1.0,2016-11-15T00:00:00,2016-11-16,195.29,366.16
144366,e345fac6bc5c868f0222430c733fa26e,1.0,2016-11-22T00:00:00,2016-11-23,197.67,398.0
127604,e345fac6bc5c868f0222430c733fa26e,1.0,2016-11-28T00:00:00,2016-11-28,197.68,374.12
127486,e345fac6bc5c868f0222430c733fa26e,1.0,2016-11-28T00:00:00,2016-11-28,197.68,398.0
70159,e345fac6bc5c868f0222430c733fa26e,1.0,2016-12-01T00:00:00,2016-12-01,197.72,374.12
70911,e345fac6bc5c868f0222430c733fa26e,2.0,2016-12-06T00:00:00,2016-12-06,197.74,366.16
51115,e345fac6bc5c868f0222430c733fa26e,1.0,2016-12-19T00:00:00,2016-12-19,197.79,398.0
18222,e345fac6bc5c868f0222430c733fa26e,1.0,2016-12-21T00:00:00,2016-12-21,197.83,374.12
19087,e345fac6bc5c868f0222430c733fa26e,1.0,2017-01-04T00:00:00,2017-01-04,197.86,374.12
229806,e345fac6bc5c868f0222430c733fa26e,1.0,2017-01-16T00:00:00,2017-01-16,197.91,374.12
225476,e345fac6bc5c868f0222430c733fa26e,2.0,2017-01-30T00:00:00,2017-01-30,197.96,385.4
68442,e345fac6bc5c868f0222430c733fa26e,1.0,2017-02-20T00:00:00,2017-02-20,198.02,377.2
133,e345fac6bc5c868f0222430c733fa26e,1.0,2017-02-22T00:00:00,2017-02-22,198.02,385.4
189,e345fac6bc5c868f0222430c733fa26e,2.0,2017-02-22T00:00:00,2017-02-22,198.02,385.4
1090,e345fac6bc5c868f0222430c733fa26e,2.0,2017-03-02T00:00:00,2017-03-02,191.14,348.5
1116,e345fac6bc5c868f0222430c733fa26e,1.0,2017-03-02T00:00:00,2017-03-02,191.14,385.4
251256,e345fac6bc5c868f0222430c733fa26e,2.0,2017-03-07T00:00:00,2017-03-07,189.42,385.4
251483,e345fac6bc5c868f0222430c733fa26e,2.0,2017-03-08T00:00:00,2017-03-08,195.98,410.0
205569,e345fac6bc5c868f0222430c733fa26e,1.0,2017-03-28T00:00:00,2017-03-28,195.98,393.6
59954,e345fac6bc5c868f0222430c733fa26e,1.0,2017-03-30T00:00:00,2017-03-31,195.98,385.4
60704,e345fac6bc5c868f0222430c733fa26e,2.0,2017-04-05T00:00:00,2017-04-05,195.55,385.4
8422,e345fac6bc5c868f0222430c733fa26e,2.0,2017-04-18T00:00:00,2017-04-18,195.52,385.4
107033,e345fac6bc5c868f0222430c733fa26e,1.0,2017-05-02T00:00:00,2017-05-02,195.48,377.2
106817,e345fac6bc5c868f0222430c733fa26e,1.0,2017-05-02T00:00:00,2017-05-02,195.48,410.0
107490,e345fac6bc5c868f0222430c733fa26e,1.0,2017-05-04T00:00:00,2017-05-05,195.43,393.6
91443,e345fac6bc5c868f0222430c733fa26e,5.0,2017-05-10T00:00:00,2017-05-10,195.42,377.2
91661,e345fac6bc5c868f0222430c733fa26e,2.0,2017-05-11T00:00:00,2017-05-12,195.43,385.4
92124,e345fac6bc5c868f0222430c733fa26e,1.0,2017-05-16T00:00:00,2017-05-16,195.43,385.4
167175,e345fac6bc5c868f0222430c733fa26e,2.0,2017-05-23T00:00:00,2017-05-23,195.42,385.4
168081,e345fac6bc5c868f0222430c733fa26e,1.0,2017-05-31T00:00:00,2017-05-31,195.42,385.4
153151,e345fac6bc5c868f0222430c733fa26e,1.0,2017-06-07T00:00:00,2017-06-07,195.43,410.0
153794,e345fac6bc5c868f0222430c733fa26e,2.0,2017-06-12T00:00:00,2017-06-13,195.42,348.5
117748,e345fac6bc5c868f0222430c733fa26e,2.0,2017-06-27T00:00:00,2017-06-27,192.63,385.4
118206,e345fac6bc5c868f0222430c733fa26e,1.0,2017-07-03T00:00:00,2017-07-03,200.04,393.6
118364,e345fac6bc5c868f0222430c733fa26e,1.0,2017-07-04T00:00:00,2017-07-05,200.42,385.4
82701,e345fac6bc5c868f0222430c733fa26e,5.0,2017-07-13T00:00:00,2017-07-13,200.88,377.2
82789,e345fac6bc5c868f0222430c733fa26e,2.0,2017-07-13T00:00:00,2017-07-14,201.42,385.4
172137,e345fac6bc5c868f0222430c733fa26e,2.0,2017-08-04T00:00:00,2017-08-04,201.42,377.2
150810,e345fac6bc5c868f0222430c733fa26e,2.0,2017-08-22T00:00:00,2017-08-22,200.6,385.4
151027,e345fac6bc5c868f0222430c733fa26e,1.0,2017-08-23T00:00:00,2017-08-23,200.52,385.4
104758,e345fac6bc5c868f0222430c733fa26e,1.0,2017-09-04T00:00:00,2017-09-04,200.52,385.4
56924,e345fac6bc5c868f0222430c733fa26e,1.0,2017-09-24T00:00:00,2017-09-25,197.39,410.0
56937,e345fac6bc5c868f0222430c733fa26e,1.0,2017-09-25T00:00:00,2017-09-25,197.39,385.4
58029,e345fac6bc5c868f0222430c733fa26e,2.0,2017-10-02T00:00:00,2017-10-03,197.22,328.0
58068,e345fac6bc5c868f0222430c733fa26e,2.0,2017-10-03T00:00:00,2017-10-03,197.22,385.4
11052,e345fac6bc5c868f0222430c733fa26e,1.0,2017-10-10T00:00:00,2017-10-10,196.81,393.6
11266,e345fac6bc5c868f0222430c733fa26e,1.0,2017-10-11T00:00:00,2017-10-11,196.69,385.4
11510,e345fac6bc5c868f0222430c733fa26e,1.0,2017-10-16T00:00:00,2017-10-16,196.56,410.0
11814,e345fac6bc5c868f0222430c733fa26e,2.0,2017-10-17T00:00:00,2017-10-17,196.42,385.4
254351,e345fac6bc5c868f0222430c733fa26e,1.0,2017-10-20T00:00:00,2017-10-20,196.12,393.6
255289,e345fac6bc5c868f0222430c733fa26e,3.0,2017-10-26T00:00:00,2017-10-26,195.95,385.4
200660,e345fac6bc5c868f0222430c733fa26e,1.0,2017-11-01T00:00:00,2017-11-01,195.35,385.4
34114,e345fac6bc5c868f0222430c733fa26e,1.0,2017-11-21T00:00:00,2017-11-21,195.12,377.2
31049,e345fac6bc5c868f0222430c733fa26e,1.0,2017-11-28T00:00:00,2017-11-29,194.86,410.0
