,product_hash,sales_quantity,date_of_sale,requested_delivery_date,unit_price,unit_cost,week_number
194244,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-16T00:00:00,2018-05-16,117.28,409.92,20
194261,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-16T00:00:00,2018-05-17,117.28,341.6,20
194436,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-17T00:00:00,2018-05-17,117.31,427.0,20
194289,6dcb66034aed7493a93ef9b231ecaf14,4.0,2018-05-16T00:00:00,2018-05-17,117.28,392.84,20
194493,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-18T00:00:00,2018-05-18,117.49,401.38,20
194295,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-16T00:00:00,2018-05-21,11.2,42.528,21
194634,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-05-21T00:00:00,2018-05-21,117.53,427.0,21
194877,6dcb66034aed7493a93ef9b231ecaf14,6.0,2018-05-22T00:00:00,2018-05-22,117.56,427.0,21
194974,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-22T00:00:00,2018-05-22,117.56,427.0,21
195038,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-23T00:00:00,2018-05-23,117.92,427.0,21
195042,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-23T00:00:00,2018-05-23,117.92,375.76,21
213355,6dcb66034aed7493a93ef9b231ecaf14,3.0,2018-05-24T00:00:00,2018-05-24,118.01,392.84,21
213673,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-05-29T00:00:00,2018-05-29,118.17,409.92,22
213943,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-06-01T00:00:00,2018-06-01,113.31,399.0,22
214111,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-06-04T00:00:00,2018-06-04,117.93,427.0,23
214275,6dcb66034aed7493a93ef9b231ecaf14,6.0,2018-06-05T00:00:00,2018-06-05,117.97,409.92,23
214208,6dcb66034aed7493a93ef9b231ecaf14,4.0,2018-06-05T00:00:00,2018-06-05,117.97,427.0,23
214258,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-06-05T00:00:00,2018-06-05,117.97,375.76,23
214343,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-06-07T00:00:00,2018-06-07,118.0,401.38,23
214488,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-06-08T00:00:00,2018-06-08,118.0,427.0,23
243005,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-06-11T00:00:00,2018-06-11,117.99,427.0,24
243848,6dcb66034aed7493a93ef9b231ecaf14,6.0,2018-06-19T00:00:00,2018-06-19,119.36,392.84,25
243993,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-06-21T00:00:00,2018-06-21,119.47,375.76,25
32252,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-07-03T00:00:00,2018-07-03,119.51,427.0,27
32364,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-07-04T00:00:00,2018-07-04,119.53,392.84,27
32362,6dcb66034aed7493a93ef9b231ecaf14,9.0,2018-07-04T00:00:00,2018-07-04,119.53,392.84,27
32554,6dcb66034aed7493a93ef9b231ecaf14,4.0,2018-07-09T00:00:00,2018-07-09,11.65,39.87,28
32683,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-07-10T00:00:00,2018-07-10,119.99,409.92,28
34902,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-07-20T00:00:00,2018-07-20,119.91,409.92,29
35094,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-07-25T00:00:00,2018-07-25,119.72,392.84,30
35102,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-07-25T00:00:00,2018-07-25,119.72,427.0,30
35112,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-07-25T00:00:00,2018-07-25,119.72,392.84,30
35691,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-08-06T00:00:00,2018-08-07,119.27,392.84,32
201831,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-08-13T00:00:00,2018-08-13,119.0,392.84,33
202035,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-08-14T00:00:00,2018-08-14,118.69,427.0,33
201971,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-08-14T00:00:00,2018-08-15,118.69,427.0,33
202118,6dcb66034aed7493a93ef9b231ecaf14,6.0,2018-08-15T00:00:00,2018-08-15,118.51,409.92,33
202551,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-08-20T00:00:00,2018-08-20,117.28,409.92,34
256447,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-09-03T00:00:00,2018-09-03,117.28,392.84,36
256192,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-08-31T00:00:00,2018-09-04,117.28,341.6,36
21430,6dcb66034aed7493a93ef9b231ecaf14,4.0,2018-09-10T00:00:00,2018-09-10,122.39,409.92,37
22294,6dcb66034aed7493a93ef9b231ecaf14,4.0,2018-09-17T00:00:00,2018-09-17,122.78,392.84,38
22440,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-09-18T00:00:00,2018-09-18,123.24,427.0,38
22549,6dcb66034aed7493a93ef9b231ecaf14,3.0,2018-09-19T00:00:00,2018-09-19,123.5,392.84,38
46841,6dcb66034aed7493a93ef9b231ecaf14,3.0,2018-09-20T00:00:00,2018-09-20,123.64,392.84,38
46876,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-09-21T00:00:00,2018-09-21,123.64,427.0,38
48134,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-10-02T00:00:00,2018-10-02,113.61,401.38,40
48329,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-10-03T00:00:00,2018-10-03,113.37,401.38,40
222848,6dcb66034aed7493a93ef9b231ecaf14,3.0,2018-10-09T00:00:00,2018-10-09,113.29,392.84,41
222990,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-10-10T00:00:00,2018-10-11,113.29,341.6,41
232363,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-10-16T00:00:00,2018-10-16,10.88,39.87,42
233059,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-10-22T00:00:00,2018-10-22,112.77,409.92,43
233347,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-10-23T00:00:00,2018-10-23,112.67,409.92,43
233550,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-10-24T00:00:00,2018-10-24,112.48,392.84,43
140575,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-10-31T00:00:00,2018-10-31,112.29,375.76,44
140523,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-10-31T00:00:00,2018-10-31,112.29,427.0,44
140675,6dcb66034aed7493a93ef9b231ecaf14,3.0,2018-11-01T00:00:00,2018-11-01,112.09,392.84,44
182320,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-11-12T00:00:00,2018-11-12,111.77,392.84,46
72936,6dcb66034aed7493a93ef9b231ecaf14,3.0,2018-11-15T00:00:00,2018-11-15,113.61,384.3,46
124290,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-11-23T00:00:00,2018-11-23,113.32,375.76,47
125116,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-11-28T00:00:00,2018-11-28,113.22,392.84,48
158951,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-11-30T00:00:00,2018-11-30,11.02,39.87,48
159065,6dcb66034aed7493a93ef9b231ecaf14,3.0,2018-12-03T00:00:00,2018-12-03,113.01,409.92,49
159765,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-12-06T00:00:00,2018-12-06,112.57,375.76,49
159390,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-12-04T00:00:00,2018-12-06,112.68,427.0,49
163013,6dcb66034aed7493a93ef9b231ecaf14,2.0,2018-12-12T00:00:00,2018-12-14,10.92,39.87,50
71458,6dcb66034aed7493a93ef9b231ecaf14,1.0,2018-12-21T00:00:00,2018-12-21,112.1,375.76,51
188183,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-01-08T00:00:00,2015-01-08,165.89,222.64,2
188251,c055dcc749c2632fd4dd806301f05ba6,3.0,2015-01-08T00:00:00,2015-01-08,165.89,232.76,2
187587,c055dcc749c2632fd4dd806301f05ba6,3.0,2014-12-01T00:00:00,2015-01-08,165.89,253.0,2
187996,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-01-07T00:00:00,2015-01-08,165.89,253.0,2
188584,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-01-09T00:00:00,2015-01-09,165.89,253.0,2
189181,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-01-14T00:00:00,2015-01-14,165.89,253.0,3
189106,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-01-13T00:00:00,2015-01-14,165.89,222.64,3
80030,c055dcc749c2632fd4dd806301f05ba6,4.0,2015-01-26T00:00:00,2015-01-27,165.89,261.8,5
80195,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-01-26T00:00:00,2015-01-28,160.57,308.0,5
80434,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-01-28T00:00:00,2015-01-28,161.33,308.0,5
118694,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-01-30T00:00:00,2015-01-30,161.17,308.0,5
119245,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-03T00:00:00,2015-02-04,160.98,308.0,6
119617,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-05T00:00:00,2015-02-06,160.79,289.52,6
119960,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-09T00:00:00,2015-02-09,158.64,271.04,7
27652,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-16T00:00:00,2015-02-16,160.57,308.0,8
27831,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-17T00:00:00,2015-02-17,160.09,253.0,8
27839,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-17T00:00:00,2015-02-17,160.09,253.0,8
27898,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-17T00:00:00,2015-02-17,159.83,308.0,8
28171,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-19T00:00:00,2015-02-19,159.54,295.68,8
28262,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-02-19T00:00:00,2015-02-20,159.54,283.36,8
40651,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-02-26T00:00:00,2015-02-26,159.54,283.36,9
41285,c055dcc749c2632fd4dd806301f05ba6,3.0,2015-03-03T00:00:00,2015-03-04,159.55,289.52,10
41444,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-04T00:00:00,2015-03-04,159.55,308.0,10
215844,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-10T00:00:00,2015-03-10,158.66,308.0,11
216010,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-10T00:00:00,2015-03-11,158.66,308.0,11
216038,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-03-11T00:00:00,2015-03-11,158.64,308.0,11
216730,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-16T00:00:00,2015-03-16,163.88,308.0,12
216723,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-16T00:00:00,2015-03-16,163.88,271.04,12
217085,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-17T00:00:00,2015-03-18,164.12,271.04,12
217438,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-03-19T00:00:00,2015-03-19,164.25,295.68,12
217524,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-19T00:00:00,2015-03-20,164.25,308.0,12
238507,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-20T00:00:00,2015-03-23,164.54,308.0,13
238716,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-23T00:00:00,2015-03-24,164.7,295.68,13
239332,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-03-27T00:00:00,2015-03-27,165.02,308.0,13
7117,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-04-13T00:00:00,2015-04-13,166.36,289.52,16
7073,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-04-13T00:00:00,2015-04-13,166.36,295.68,16
62633,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-04-20T00:00:00,2015-04-20,166.43,289.52,17
63309,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-04-27T00:00:00,2015-04-27,166.48,308.0,18
138540,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-05-06T00:00:00,2015-05-07,166.51,308.0,19
183163,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-05-19T00:00:00,2015-05-19,166.54,308.0,21
183257,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-05-19T00:00:00,2015-05-20,166.54,271.04,21
183315,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-05-20T00:00:00,2015-05-20,166.57,283.36,21
183461,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-05-20T00:00:00,2015-05-21,166.57,308.0,21
183650,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-05-22T00:00:00,2015-05-22,166.7,308.0,21
184444,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-05-28T00:00:00,2015-05-28,167.09,308.0,22
184400,c055dcc749c2632fd4dd806301f05ba6,8.0,2015-05-28T00:00:00,2015-05-28,166.73,283.36,22
74497,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-06-01T00:00:00,2015-06-02,167.15,308.0,23
122599,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-06-15T00:00:00,2015-06-15,167.21,271.04,25
123780,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-07-01T00:00:00,2015-07-01,167.27,289.52,27
123871,c055dcc749c2632fd4dd806301f05ba6,3.0,2015-07-02T00:00:00,2015-07-02,167.41,308.0,27
22679,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-07-03T00:00:00,2015-07-06,167.65,271.04,28
23292,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-07-13T00:00:00,2015-07-13,17.84,30.798,29
23138,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-07-10T00:00:00,2015-07-13,167.92,308.0,29
23543,c055dcc749c2632fd4dd806301f05ba6,4.0,2015-07-17T00:00:00,2015-07-17,167.93,283.36,29
45319,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-07-28T00:00:00,2015-07-28,167.95,308.0,31
45663,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-07-31T00:00:00,2015-07-31,167.96,295.68,31
45859,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-08-03T00:00:00,2015-08-03,167.97,271.04,32
45819,c055dcc749c2632fd4dd806301f05ba6,8.0,2015-08-03T00:00:00,2015-08-03,167.97,283.36,32
46079,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-08-04T00:00:00,2015-08-04,168.07,308.0,32
220546,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-08-12T00:00:00,2015-08-12,168.09,308.0,33
220618,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-08-12T00:00:00,2015-08-13,168.09,308.0,33
220689,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-08-13T00:00:00,2015-08-14,168.1,308.0,33
220760,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-08-14T00:00:00,2015-08-14,168.12,289.52,33
220783,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-08-17T00:00:00,2015-08-17,168.17,308.0,34
220847,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-08-17T00:00:00,2015-08-17,168.17,295.68,34
221652,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-08-24T00:00:00,2015-08-24,168.22,308.0,35
234643,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-09-03T00:00:00,2015-09-03,168.27,271.04,36
235046,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-09-08T00:00:00,2015-09-08,168.31,308.0,37
235000,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-09-08T00:00:00,2015-09-08,168.31,308.0,37
235106,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-09-09T00:00:00,2015-09-09,168.31,308.0,37
235341,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-09-10T00:00:00,2015-09-10,165.06,308.0,37
1880,c055dcc749c2632fd4dd806301f05ba6,3.0,2015-09-14T00:00:00,2015-09-14,168.15,289.52,38
2207,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-09-16T00:00:00,2015-09-16,168.12,308.0,38
2475,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-09-17T00:00:00,2015-09-18,168.11,308.0,38
2882,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-09-21T00:00:00,2015-09-22,168.1,308.0,39
65621,c055dcc749c2632fd4dd806301f05ba6,3.0,2015-09-24T00:00:00,2015-09-24,168.09,283.36,39
66642,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-10-05T00:00:00,2015-10-05,168.06,308.0,41
66819,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-10-06T00:00:00,2015-10-06,168.05,295.68,41
196889,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-10-09T00:00:00,2015-10-09,168.04,271.04,41
198020,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-10-19T00:00:00,2015-10-19,168.02,295.68,43
198241,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-10-20T00:00:00,2015-10-20,168.01,271.04,43
259362,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-10-27T00:00:00,2015-10-28,170.38,308.0,44
259429,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-10-27T00:00:00,2015-10-28,170.38,308.0,44
259781,c055dcc749c2632fd4dd806301f05ba6,4.0,2015-10-29T00:00:00,2015-10-29,170.48,271.04,44
259609,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-10-28T00:00:00,2015-10-30,170.38,271.04,44
13840,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-02T00:00:00,2015-11-03,170.8,308.0,45
15075,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-09T00:00:00,2015-11-09,170.87,308.0,46
54139,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-11T00:00:00,2015-11-11,170.95,308.0,46
54275,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-12T00:00:00,2015-11-12,18.33,27.376,46
54393,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-11-12T00:00:00,2015-11-12,171.03,271.04,46
54436,c055dcc749c2632fd4dd806301f05ba6,5.0,2015-11-12T00:00:00,2015-11-13,171.03,283.36,46
54697,c055dcc749c2632fd4dd806301f05ba6,2.0,2015-11-13T00:00:00,2015-11-13,171.31,271.04,46
55018,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-16T00:00:00,2015-11-16,171.65,308.0,47
55100,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-17T00:00:00,2015-11-17,171.65,308.0,47
55408,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-18T00:00:00,2015-11-18,171.65,308.0,47
97605,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-20T00:00:00,2015-11-20,171.65,308.0,47
97846,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-11-23T00:00:00,2015-11-23,171.65,308.0,48
101903,c055dcc749c2632fd4dd806301f05ba6,5.0,2015-11-30T00:00:00,2015-11-30,171.65,283.36,49
102461,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-12-03T00:00:00,2015-12-03,171.65,308.0,49
147521,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-12-09T00:00:00,2015-12-09,170.8,308.0,50
147684,c055dcc749c2632fd4dd806301f05ba6,1.0,2015-12-10T00:00:00,2015-12-10,170.78,295.68,50
175033,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-07T00:00:00,2016-01-07,170.74,295.68,1
175006,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-05T00:00:00,2016-01-07,170.74,271.04,1
175505,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-11T00:00:00,2016-01-12,170.68,271.04,2
85278,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-15T00:00:00,2016-01-15,170.65,295.68,2
85298,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-15T00:00:00,2016-01-15,170.65,295.68,2
85841,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-20T00:00:00,2016-01-20,170.58,308.0,3
85999,c055dcc749c2632fd4dd806301f05ba6,5.0,2016-01-22T00:00:00,2016-01-22,170.54,289.52,3
86489,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-26T00:00:00,2016-01-26,170.3,308.0,4
112477,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-27T00:00:00,2016-01-27,170.24,308.0,4
112634,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-01-28T00:00:00,2016-01-28,171.72,289.52,4
113117,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-02-01T00:00:00,2016-02-01,171.57,283.36,5
157403,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-02-08T00:00:00,2016-02-08,171.64,308.0,6
157522,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-02-08T00:00:00,2016-02-08,171.64,308.0,6
158485,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-02-16T00:00:00,2016-02-16,18.11,32.8512,7
158756,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-02-17T00:00:00,2016-02-17,171.81,295.68,7
158784,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-02-18T00:00:00,2016-02-18,171.81,308.0,7
164173,c055dcc749c2632fd4dd806301f05ba6,4.0,2016-02-22T00:00:00,2016-02-22,171.91,289.52,8
88675,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-03-07T00:00:00,2016-03-07,168.79,308.0,10
89106,c055dcc749c2632fd4dd806301f05ba6,4.0,2016-03-08T00:00:00,2016-03-08,168.76,289.52,10
109694,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-03-17T00:00:00,2016-03-17,168.66,308.0,11
110142,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-03-21T00:00:00,2016-03-21,168.63,289.52,12
110161,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-03-21T00:00:00,2016-03-21,18.18,32.8512,12
110152,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-03-21T00:00:00,2016-03-21,18.34,32.8512,12
3789,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-04-04T00:00:00,2016-04-04,173.37,271.04,14
4389,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-04-07T00:00:00,2016-04-07,173.39,271.04,14
65149,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-04-25T00:00:00,2016-04-25,173.39,271.04,17
65202,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-04-25T00:00:00,2016-04-25,173.39,295.68,17
65582,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-04-27T00:00:00,2016-04-27,173.41,295.68,17
207484,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-04-28T00:00:00,2016-04-29,173.42,295.68,17
208476,c055dcc749c2632fd4dd806301f05ba6,3.0,2016-05-09T00:00:00,2016-05-09,173.43,283.36,19
248697,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-05-12T00:00:00,2016-05-12,173.47,308.0,19
249327,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-05-19T00:00:00,2016-05-19,173.48,289.52,20
249982,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-05-25T00:00:00,2016-05-25,173.5,283.36,21
28821,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-05-26T00:00:00,2016-05-26,173.5,271.04,21
28933,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-05-27T00:00:00,2016-05-27,173.54,308.0,21
30166,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-06-07T00:00:00,2016-06-07,173.55,308.0,23
39164,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-06-08T00:00:00,2016-06-08,173.55,308.0,23
39462,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-06-13T00:00:00,2016-06-13,173.59,295.68,24
39700,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-06-14T00:00:00,2016-06-14,173.58,271.04,24
39783,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-06-15T00:00:00,2016-06-15,173.57,271.04,24
40100,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-06-16T00:00:00,2016-06-16,173.57,271.04,24
236862,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-06-21T00:00:00,2016-06-21,173.56,295.68,25
237459,c055dcc749c2632fd4dd806301f05ba6,4.0,2016-06-29T00:00:00,2016-06-29,173.55,289.52,26
237466,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-06-29T00:00:00,2016-06-29,173.55,295.68,26
237434,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-06-29T00:00:00,2016-06-29,173.55,308.0,26
237662,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-07-01T00:00:00,2016-07-01,173.51,308.0,26
237995,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-07-05T00:00:00,2016-07-05,173.48,308.0,27
238031,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-07-05T00:00:00,2016-07-05,173.48,308.0,27
238058,c055dcc749c2632fd4dd806301f05ba6,7.0,2016-07-06T00:00:00,2016-07-06,173.47,283.36,27
238213,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-07-07T00:00:00,2016-07-07,173.45,295.68,27
217907,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-07-12T00:00:00,2016-07-12,169.88,271.04,28
218158,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-07-15T00:00:00,2016-07-15,168.28,295.68,28
218191,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-07-15T00:00:00,2016-07-15,168.28,308.0,28
218480,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-07-19T00:00:00,2016-07-19,174.43,308.0,29
218632,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-07-21T00:00:00,2016-07-21,174.46,283.36,29
208608,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-05-10T00:00:00,2016-07-29,173.43,289.52,30
218415,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-07-19T00:00:00,2016-08-01,174.43,308.0,31
43248,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-08-09T00:00:00,2016-08-09,174.68,295.68,32
25999,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-08-17T00:00:00,2016-08-17,174.68,289.52,33
26410,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-08-22T00:00:00,2016-08-22,174.68,308.0,34
26675,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-08-23T00:00:00,2016-08-23,174.68,308.0,34
26658,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-08-23T00:00:00,2016-08-23,174.68,308.0,34
26749,c055dcc749c2632fd4dd806301f05ba6,2.0,2016-08-23T00:00:00,2016-08-23,174.68,271.04,34
120157,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-08-29T00:00:00,2016-08-29,174.67,308.0,35
120822,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-09-01T00:00:00,2016-09-02,174.67,289.52,35
120948,c055dcc749c2632fd4dd806301f05ba6,5.0,2016-09-02T00:00:00,2016-09-02,170.18,283.36,35
77248,c055dcc749c2632fd4dd806301f05ba6,1.0,2016-09-08T00:00:00,2016-09-08,174.06,295.68,36
