,product_hash,sales_quantity,date_of_sale,requested_delivery_date,unit_price,unit_cost,week_number
29851,42c558afca2928af13d868d104e2dca5,10.0,2016-06-03T00:00:00,2016-06-03,51.28,113.16,22
30089,42c558afca2928af13d868d104e2dca5,4.0,2016-06-07T00:00:00,2016-06-07,51.28,98.4,23
30094,42c558afca2928af13d868d104e2dca5,10.0,2016-06-07T00:00:00,2016-06-07,51.28,123.0,23
39313,42c558afca2928af13d868d104e2dca5,10.0,2016-06-10T00:00:00,2016-06-10,51.28,115.62,23
39793,42c558afca2928af13d868d104e2dca5,8.0,2016-06-15T00:00:00,2016-06-15,51.28,123.0,24
39832,42c558afca2928af13d868d104e2dca5,4.0,2016-06-15T00:00:00,2016-06-15,51.28,113.16,24
237943,42c558afca2928af13d868d104e2dca5,8.0,2016-07-05T00:00:00,2016-07-05,56.78,118.08,27
238218,42c558afca2928af13d868d104e2dca5,1.0,2016-07-07T00:00:00,2016-07-07,57.07,118.08,27
218261,42c558afca2928af13d868d104e2dca5,10.0,2016-07-18T00:00:00,2016-07-18,57.11,113.16,29
218312,42c558afca2928af13d868d104e2dca5,1.0,2016-07-18T00:00:00,2016-07-18,57.11,108.24,29
218610,42c558afca2928af13d868d104e2dca5,5.0,2016-07-21T00:00:00,2016-07-21,57.58,113.16,29
218644,42c558afca2928af13d868d104e2dca5,1.0,2016-07-21T00:00:00,2016-07-21,57.58,98.4,29
218649,42c558afca2928af13d868d104e2dca5,1.0,2016-07-21T00:00:00,2016-07-21,57.58,98.4,29
218857,42c558afca2928af13d868d104e2dca5,1.0,2016-07-26T00:00:00,2016-07-26,57.91,123.0,30
42306,42c558afca2928af13d868d104e2dca5,1.0,2016-07-28T00:00:00,2016-07-28,57.96,98.4,30
42651,42c558afca2928af13d868d104e2dca5,4.0,2016-08-02T00:00:00,2016-08-02,58.02,113.16,31
42638,42c558afca2928af13d868d104e2dca5,3.0,2016-08-02T00:00:00,2016-08-02,58.02,98.4,31
42908,42c558afca2928af13d868d104e2dca5,4.0,2016-08-04T00:00:00,2016-08-04,58.4,98.4,31
42920,42c558afca2928af13d868d104e2dca5,4.0,2016-08-04T00:00:00,2016-08-04,58.4,98.4,31
42913,42c558afca2928af13d868d104e2dca5,4.0,2016-08-04T00:00:00,2016-08-04,58.4,98.4,31
42903,42c558afca2928af13d868d104e2dca5,4.0,2016-08-04T00:00:00,2016-08-04,58.4,98.4,31
43233,42c558afca2928af13d868d104e2dca5,3.0,2016-08-09T00:00:00,2016-08-09,59.33,123.0,32
25557,42c558afca2928af13d868d104e2dca5,8.0,2016-08-15T00:00:00,2016-08-15,59.32,115.62,33
26447,42c558afca2928af13d868d104e2dca5,1.0,2016-08-22T00:00:00,2016-08-22,59.32,118.08,34
26350,42c558afca2928af13d868d104e2dca5,6.0,2016-08-19T00:00:00,2016-08-22,59.32,123.0,34
27100,42c558afca2928af13d868d104e2dca5,8.0,2016-08-25T00:00:00,2016-08-25,59.33,118.08,34
27093,42c558afca2928af13d868d104e2dca5,6.0,2016-08-25T00:00:00,2016-08-25,59.33,123.0,34
120335,42c558afca2928af13d868d104e2dca5,4.0,2016-08-30T00:00:00,2016-08-30,59.33,113.16,35
120231,42c558afca2928af13d868d104e2dca5,6.0,2016-08-29T00:00:00,2016-08-30,59.33,113.16,35
77619,42c558afca2928af13d868d104e2dca5,6.0,2016-09-12T00:00:00,2016-09-12,59.33,115.62,37
78208,42c558afca2928af13d868d104e2dca5,4.0,2016-09-15T00:00:00,2016-09-15,59.33,98.4,37
186128,42c558afca2928af13d868d104e2dca5,2.0,2016-09-22T00:00:00,2016-09-22,59.33,98.4,38
186399,42c558afca2928af13d868d104e2dca5,1.0,2016-09-26T00:00:00,2016-09-26,59.33,113.16,39
187143,42c558afca2928af13d868d104e2dca5,8.0,2016-10-03T00:00:00,2016-10-03,55.19,115.62,40
187062,42c558afca2928af13d868d104e2dca5,6.0,2016-10-03T00:00:00,2016-10-03,59.32,113.16,40
187150,42c558afca2928af13d868d104e2dca5,5.0,2016-10-03T00:00:00,2016-10-03,55.19,123.0,40
135844,42c558afca2928af13d868d104e2dca5,7.0,2016-10-07T00:00:00,2016-10-07,59.04,113.16,40
135932,42c558afca2928af13d868d104e2dca5,5.0,2016-10-10T00:00:00,2016-10-10,59.03,123.0,41
136041,42c558afca2928af13d868d104e2dca5,8.0,2016-10-10T00:00:00,2016-10-10,59.03,118.08,41
111058,42c558afca2928af13d868d104e2dca5,1.0,2016-10-19T00:00:00,2016-10-19,59.01,118.08,42
86827,42c558afca2928af13d868d104e2dca5,8.0,2016-10-31T00:00:00,2016-10-31,59.01,115.62,44
87204,42c558afca2928af13d868d104e2dca5,4.0,2016-11-01T00:00:00,2016-11-01,58.99,113.16,44
87666,42c558afca2928af13d868d104e2dca5,2.0,2016-11-03T00:00:00,2016-11-03,58.99,98.4,44
87929,42c558afca2928af13d868d104e2dca5,5.0,2016-11-04T00:00:00,2016-11-04,58.99,113.16,44
88026,42c558afca2928af13d868d104e2dca5,16.0,2016-11-07T00:00:00,2016-11-07,58.99,113.16,45
178864,42c558afca2928af13d868d104e2dca5,8.0,2016-11-09T00:00:00,2016-11-09,58.99,118.08,45
179025,42c558afca2928af13d868d104e2dca5,4.0,2016-11-10T00:00:00,2016-11-10,58.99,98.4,45
179018,42c558afca2928af13d868d104e2dca5,2.0,2016-11-10T00:00:00,2016-11-10,58.99,98.4,45
179421,42c558afca2928af13d868d104e2dca5,5.0,2016-11-14T00:00:00,2016-11-14,58.99,113.16,46
143063,42c558afca2928af13d868d104e2dca5,3.0,2016-11-16T00:00:00,2016-11-16,59.06,115.62,46
143049,42c558afca2928af13d868d104e2dca5,2.0,2016-11-16T00:00:00,2016-11-16,5.98,13.1136,46
142888,42c558afca2928af13d868d104e2dca5,4.0,2016-11-15T00:00:00,2016-11-16,58.98,123.0,46
143930,42c558afca2928af13d868d104e2dca5,5.0,2016-11-21T00:00:00,2016-11-21,58.98,123.0,47
127141,42c558afca2928af13d868d104e2dca5,4.0,2016-11-24T00:00:00,2016-11-24,58.99,98.4,47
128177,42c558afca2928af13d868d104e2dca5,3.0,2016-11-30T00:00:00,2016-11-30,57.54,113.16,48
128139,42c558afca2928af13d868d104e2dca5,6.0,2016-11-30T00:00:00,2016-11-30,57.54,115.62,48
70080,42c558afca2928af13d868d104e2dca5,4.0,2016-12-01T00:00:00,2016-12-01,57.46,98.4,48
69972,42c558afca2928af13d868d104e2dca5,30.0,2016-12-01T00:00:00,2016-12-01,57.46,113.16,48
71246,42c558afca2928af13d868d104e2dca5,3.0,2016-12-08T00:00:00,2016-12-08,59.05,98.4,49
71322,42c558afca2928af13d868d104e2dca5,7.0,2016-12-08T00:00:00,2016-12-08,59.05,113.16,49
18718,42c558afca2928af13d868d104e2dca5,4.0,2016-12-29T00:00:00,2016-12-29,59.06,98.4,52
18925,42c558afca2928af13d868d104e2dca5,5.0,2017-01-02T00:00:00,2017-01-02,59.07,123.0,1
18997,42c558afca2928af13d868d104e2dca5,4.0,2017-01-03T00:00:00,2017-01-03,59.07,98.4,1
19071,42c558afca2928af13d868d104e2dca5,8.0,2017-01-04T00:00:00,2017-01-04,59.08,115.62,1
19122,42c558afca2928af13d868d104e2dca5,10.0,2017-01-04T00:00:00,2017-01-04,59.08,113.16,1
19364,42c558afca2928af13d868d104e2dca5,7.0,2017-01-09T00:00:00,2017-01-09,59.1,115.62,2
229529,42c558afca2928af13d868d104e2dca5,4.0,2017-01-12T00:00:00,2017-01-12,59.11,98.4,2
229535,42c558afca2928af13d868d104e2dca5,4.0,2017-01-12T00:00:00,2017-01-12,59.11,113.16,2
229781,42c558afca2928af13d868d104e2dca5,8.0,2017-01-16T00:00:00,2017-01-16,59.13,124.8,3
230212,42c558afca2928af13d868d104e2dca5,4.0,2017-01-19T00:00:00,2017-01-19,59.13,104.0,3
230773,42c558afca2928af13d868d104e2dca5,4.0,2017-01-26T00:00:00,2017-01-26,59.13,104.0,4
225084,42c558afca2928af13d868d104e2dca5,4.0,2017-01-26T00:00:00,2017-01-26,59.13,104.0,4
225289,42c558afca2928af13d868d104e2dca5,4.0,2017-01-27T00:00:00,2017-01-27,59.13,119.6,4
225802,42c558afca2928af13d868d104e2dca5,1.0,2017-02-01T00:00:00,2017-02-01,59.13,124.8,5
225783,42c558afca2928af13d868d104e2dca5,5.0,2017-02-01T00:00:00,2017-02-01,59.13,130.0,5
225999,42c558afca2928af13d868d104e2dca5,10.0,2017-02-02T00:00:00,2017-02-02,59.13,122.2,5
226179,42c558afca2928af13d868d104e2dca5,4.0,2017-02-03T00:00:00,2017-02-03,59.13,122.2,5
67922,42c558afca2928af13d868d104e2dca5,3.0,2017-02-14T00:00:00,2017-02-14,59.13,130.0,7
68195,42c558afca2928af13d868d104e2dca5,8.0,2017-02-16T00:00:00,2017-02-16,59.13,130.0,7
68470,42c558afca2928af13d868d104e2dca5,8.0,2017-02-20T00:00:00,2017-02-20,59.13,124.8,8
353,42c558afca2928af13d868d104e2dca5,4.0,2017-02-23T00:00:00,2017-02-23,52.91,104.0,8
1045,42c558afca2928af13d868d104e2dca5,10.0,2017-03-02T00:00:00,2017-03-02,56.15,122.2,9
1520,42c558afca2928af13d868d104e2dca5,1.0,2017-03-06T00:00:00,2017-03-06,56.15,119.6,10
251286,42c558afca2928af13d868d104e2dca5,8.0,2017-03-07T00:00:00,2017-03-07,56.15,119.6,10
252259,42c558afca2928af13d868d104e2dca5,7.0,2017-03-15T00:00:00,2017-03-15,56.15,122.2,11
252338,42c558afca2928af13d868d104e2dca5,3.0,2017-03-16T00:00:00,2017-03-16,56.15,130.0,11
205006,42c558afca2928af13d868d104e2dca5,7.0,2017-03-23T00:00:00,2017-03-23,56.15,124.8,12
205136,42c558afca2928af13d868d104e2dca5,2.0,2017-03-24T00:00:00,2017-03-24,56.15,122.2,12
205386,42c558afca2928af13d868d104e2dca5,19.0,2017-03-27T00:00:00,2017-03-27,56.15,119.6,13
205648,42c558afca2928af13d868d104e2dca5,8.0,2017-03-28T00:00:00,2017-03-28,56.15,130.0,13
59876,42c558afca2928af13d868d104e2dca5,4.0,2017-03-30T00:00:00,2017-03-30,56.15,104.0,13
60100,42c558afca2928af13d868d104e2dca5,6.0,2017-03-31T00:00:00,2017-04-03,56.15,122.2,14
60657,42c558afca2928af13d868d104e2dca5,9.0,2017-04-05T00:00:00,2017-04-05,56.15,122.2,14
8521,42c558afca2928af13d868d104e2dca5,3.0,2017-04-19T00:00:00,2017-04-19,56.15,119.6,16
106611,42c558afca2928af13d868d104e2dca5,1.0,2017-04-27T00:00:00,2017-04-27,56.79,104.0,17
106754,42c558afca2928af13d868d104e2dca5,5.0,2017-04-28T00:00:00,2017-04-28,56.79,122.2,17
107236,42c558afca2928af13d868d104e2dca5,1.0,2017-05-03T00:00:00,2017-05-05,56.81,119.6,18
107516,42c558afca2928af13d868d104e2dca5,10.0,2017-05-05T00:00:00,2017-05-05,56.81,122.2,18
107636,42c558afca2928af13d868d104e2dca5,6.0,2017-05-08T00:00:00,2017-05-08,56.87,130.0,19
91353,42c558afca2928af13d868d104e2dca5,6.0,2017-05-10T00:00:00,2017-05-10,56.9,130.0,19
91589,42c558afca2928af13d868d104e2dca5,2.0,2017-05-11T00:00:00,2017-05-11,56.94,104.0,19
91584,42c558afca2928af13d868d104e2dca5,2.0,2017-05-11T00:00:00,2017-05-11,56.94,104.0,19
91600,42c558afca2928af13d868d104e2dca5,8.0,2017-05-11T00:00:00,2017-05-11,56.94,124.8,19
91959,42c558afca2928af13d868d104e2dca5,2.0,2017-05-15T00:00:00,2017-05-15,57.02,114.4,20
91979,42c558afca2928af13d868d104e2dca5,5.0,2017-05-15T00:00:00,2017-05-15,57.02,119.6,20
92370,42c558afca2928af13d868d104e2dca5,5.0,2017-05-17T00:00:00,2017-05-17,57.08,122.2,20
92718,42c558afca2928af13d868d104e2dca5,2.0,2017-05-19T00:00:00,2017-05-22,57.12,124.8,21
167102,42c558afca2928af13d868d104e2dca5,3.0,2017-05-22T00:00:00,2017-05-23,57.14,130.0,21
167053,42c558afca2928af13d868d104e2dca5,6.0,2017-05-22T00:00:00,2017-05-23,57.12,130.0,21
167360,42c558afca2928af13d868d104e2dca5,2.0,2017-05-24T00:00:00,2017-05-24,57.24,104.0,21
167722,42c558afca2928af13d868d104e2dca5,2.0,2017-05-29T00:00:00,2017-05-29,57.27,122.2,22
167680,42c558afca2928af13d868d104e2dca5,1.0,2017-05-29T00:00:00,2017-05-29,57.27,130.0,22
168153,42c558afca2928af13d868d104e2dca5,1.0,2017-06-01T00:00:00,2017-06-01,57.31,130.0,22
